DistrictName,Name,AUN,Schl,DataElement,DisplayValue
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (Asian),57.9
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),39.1
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),18.2
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (White),35.0
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.3
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),9.9
Mt Lebanon School District,Mellon MS,103026402,7534,Percent  Advanced  Mathematics/Algebra 1  (All Student),35.5
Mt Lebanon School District,Mt Lebanon SHS,103026402,254,Percent  Advanced  Mathematics/Algebra 1  (All Student),45.8
Mt Lebanon School District,Mt Lebanon SHS,103026402,254,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),12.2
Mt Lebanon School District,Mt Lebanon SHS,103026402,254,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),30.5
Mt Lebanon School District,Mt Lebanon SHS,103026402,254,Percent  Advanced  Mathematics/Algebra 1  (White),46.5
Mt Lebanon School District,Washington El Sch,103026402,245,Percent  Advanced  Mathematics/Algebra 1  (White),56.1
Mt Lebanon School District,Washington El Sch,103026402,245,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),41.0
Mt Lebanon School District,Washington El Sch,103026402,245,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),28.6
Mt Lebanon School District,Washington El Sch,103026402,245,Percent  Advanced  Mathematics/Algebra 1  (All Student),52.3
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.5
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (English Learner),4.5
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.4
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),6.8
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (Black),6.0
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (White),14.3
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),6.6
Muhlenberg School District,C E Cole Intermediate Sch,114065503,8006,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),21.2
Muhlenberg School District,Muhlenberg El Ctr,114065503,4919,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),11.9
Muhlenberg School District,Muhlenberg El Ctr,114065503,4919,Percent  Advanced  Mathematics/Algebra 1  (White),19.4
Muhlenberg School District,Muhlenberg El Ctr,114065503,4919,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),11.7
Muhlenberg School District,Muhlenberg El Ctr,114065503,4919,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Muhlenberg School District,Muhlenberg El Ctr,114065503,4919,Percent  Advanced  Mathematics/Algebra 1  (All Student),15.9
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.2
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.9
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.1
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (Black),10.0
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (White),17.4
Muhlenberg School District,Muhlenberg HS,114065503,6610,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),8.6
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),0.0
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),1.6
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (White),8.4
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (Black),2.6
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),2.5
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.8
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (English Learner),1.6
Muhlenberg School District,Muhlenberg MS,114065503,827,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.4
Multicultural Academy CS,Multicultural Academy CS,126513000,7546,Percent  Advanced  Mathematics/Algebra 1  (All Student),0.0
Multicultural Academy CS,Multicultural Academy CS,126513000,7546,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.0
Multicultural Academy CS,Multicultural Academy CS,126513000,7546,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Muncy School District,Muncy JSHS,117415303,3048,Percent  Advanced  Mathematics/Algebra 1  (White),24.3
Muncy School District,Muncy JSHS,117415303,3048,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),18.1
Muncy School District,Muncy JSHS,117415303,3048,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.8
Muncy School District,Muncy JSHS,117415303,3048,Percent  Advanced  Mathematics/Algebra 1  (All Student),23.1
Muncy School District,Ward L Myers El Sch,117415303,3047,Percent  Advanced  Mathematics/Algebra 1  (All Student),24.5
Muncy School District,Ward L Myers El Sch,117415303,3047,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.6
Muncy School District,Ward L Myers El Sch,117415303,3047,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),15.2
Muncy School District,Ward L Myers El Sch,117415303,3047,Percent  Advanced  Mathematics/Algebra 1  (White),24.8
Nazareth Area School District,Kenneth N Butz Jr El Sch,120484803,8054,Percent  Advanced  Mathematics/Algebra 1  (White),43.8
Nazareth Area School District,Kenneth N Butz Jr El Sch,120484803,8054,Percent  Advanced  Mathematics/Algebra 1  (All Student),43.6
Nazareth Area School District,Lower Nazareth El Sch,120484803,8055,Percent  Advanced  Mathematics/Algebra 1  (All Student),30.6
Nazareth Area School District,Lower Nazareth El Sch,120484803,8055,Percent  Advanced  Mathematics/Algebra 1  (White),29.3
Nazareth Area School District,Nazareth Area HS,120484803,3495,Percent  Advanced  Mathematics/Algebra 1  (White),40.6
Nazareth Area School District,Nazareth Area HS,120484803,3495,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),27.5
Nazareth Area School District,Nazareth Area HS,120484803,3495,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.0
Nazareth Area School District,Nazareth Area HS,120484803,3495,Percent  Advanced  Mathematics/Algebra 1  (All Student),40.0
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (All Student),25.0
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.4
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),12.5
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (English Learner),12.0
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (White),25.7
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),9.1
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),23.8
Nazareth Area School District,Nazareth Area Intermediate Sch,120484803,8053,Percent  Advanced  Mathematics/Algebra 1  (Asian),40.0
Nazareth Area School District,Nazareth Area MS,120484803,3494,Percent  Advanced  Mathematics/Algebra 1  (Asian),38.2
Nazareth Area School District,Nazareth Area MS,120484803,3494,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),11.9
Nazareth Area School District,Nazareth Area MS,120484803,3494,Percent  Advanced  Mathematics/Algebra 1  (White),22.4
Nazareth Area School District,Nazareth Area MS,120484803,3494,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.2
Nazareth Area School District,Nazareth Area MS,120484803,3494,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.6
Nazareth Area School District,Nazareth Area MS,120484803,3494,Percent  Advanced  Mathematics/Algebra 1  (All Student),22.2
Nazareth Area School District,Shafer El Sch,120484803,8056,Percent  Advanced  Mathematics/Algebra 1  (All Student),55.1
Nazareth Area School District,Shafer El Sch,120484803,8056,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),20.0
Nazareth Area School District,Shafer El Sch,120484803,8056,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),45.9
Nazareth Area School District,Shafer El Sch,120484803,8056,Percent  Advanced  Mathematics/Algebra 1  (White),55.4
Neshaminy School District,Buck El Sch,122097502,5154,Percent  Advanced  Mathematics/Algebra 1  (White),26.9
Neshaminy School District,Buck El Sch,122097502,5154,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),8.6
Neshaminy School District,Buck El Sch,122097502,5154,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.1
Neshaminy School District,Buck El Sch,122097502,5154,Percent  Advanced  Mathematics/Algebra 1  (All Student),25.6
Neshaminy School District,Hoover El Sch,122097502,7128,Percent  Advanced  Mathematics/Algebra 1  (All Student),24.6
Neshaminy School District,Hoover El Sch,122097502,7128,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.2
Neshaminy School District,Hoover El Sch,122097502,7128,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),20.5
Neshaminy School District,Hoover El Sch,122097502,7128,Percent  Advanced  Mathematics/Algebra 1  (Black),13.6
Neshaminy School District,Hoover El Sch,122097502,7128,Percent  Advanced  Mathematics/Algebra 1  (White),23.1
Neshaminy School District,Joseph E Ferderbar El Sch,122097502,1069,Percent  Advanced  Mathematics/Algebra 1  (Asian),50.0
Neshaminy School District,Joseph E Ferderbar El Sch,122097502,1069,Percent  Advanced  Mathematics/Algebra 1  (White),22.7
Neshaminy School District,Joseph E Ferderbar El Sch,122097502,1069,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),15.4
Neshaminy School District,Joseph E Ferderbar El Sch,122097502,1069,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.4
Neshaminy School District,Joseph E Ferderbar El Sch,122097502,1069,Percent  Advanced  Mathematics/Algebra 1  (All Student),26.6
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.2
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),6.0
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),6.2
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (Black),6.5
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (White),12.9
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),8.5
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),17.1
Neshaminy School District,Maple Point MS,122097502,7380,Percent  Advanced  Mathematics/Algebra 1  (Asian),31.4
Neshaminy School District,Miller El Sch,122097502,1071,Percent  Advanced  Mathematics/Algebra 1  (White),18.4
Neshaminy School District,Miller El Sch,122097502,1071,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),11.6
Neshaminy School District,Miller El Sch,122097502,1071,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.6
Neshaminy School District,Miller El Sch,122097502,1071,Percent  Advanced  Mathematics/Algebra 1  (All Student),17.7
Neshaminy School District,Neshaminy HS,122097502,6455,Percent  Advanced  Mathematics/Algebra 1  (All Student),33.1
Neshaminy School District,Neshaminy HS,122097502,6455,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.7
Neshaminy School District,Neshaminy HS,122097502,6455,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),24.0
Neshaminy School District,Neshaminy HS,122097502,6455,Percent  Advanced  Mathematics/Algebra 1  (White),33.2
Neshaminy School District,Neshaminy HS,122097502,6455,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),20.6
Neshaminy School District,Neshaminy HS,122097502,6455,Percent  Advanced  Mathematics/Algebra 1  (Asian),57.7
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (Asian),28.6
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),5.7
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),2.0
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (White),13.6
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (English Learner),11.8
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),6.3
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.6
Neshaminy School District,Poquessing MS,122097502,1077,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.3
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.7
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.5
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.8
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (Black),11.6
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (White),9.5
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),6.9
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),24.4
Neshaminy School District,Sandburg MS,122097502,1076,Percent  Advanced  Mathematics/Algebra 1  (Asian),21.4
Neshaminy School District,Schweitzer El Sch,122097502,1072,Percent  Advanced  Mathematics/Algebra 1  (White),19.8
Neshaminy School District,Schweitzer El Sch,122097502,1072,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),15.1
Neshaminy School District,Schweitzer El Sch,122097502,1072,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),18.6
Neshaminy School District,Schweitzer El Sch,122097502,1072,Percent  Advanced  Mathematics/Algebra 1  (All Student),20.9
Neshaminy School District,Tawanka El Sch,122097502,8374,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.9
Neshaminy School District,Tawanka El Sch,122097502,8374,Percent  Advanced  Mathematics/Algebra 1  (All Student),19.8
Neshaminy School District,Tawanka El Sch,122097502,8374,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.4
Neshaminy School District,Tawanka El Sch,122097502,8374,Percent  Advanced  Mathematics/Algebra 1  (White),18.7
Neshannock Township School District,Neshannock JSHS,104375203,2689,Percent  Advanced  Mathematics/Algebra 1  (White),18.8
Neshannock Township School District,Neshannock JSHS,104375203,2689,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),18.5
Neshannock Township School District,Neshannock JSHS,104375203,2689,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.6
Neshannock Township School District,Neshannock JSHS,104375203,2689,Percent  Advanced  Mathematics/Algebra 1  (All Student),19.3
Neshannock Township School District,Neshannock Memorial El Sch,104375203,2688,Percent  Advanced  Mathematics/Algebra 1  (All Student),29.2
Neshannock Township School District,Neshannock Memorial El Sch,104375203,2688,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),4.7
Neshannock Township School District,Neshannock Memorial El Sch,104375203,2688,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),16.3
Neshannock Township School District,Neshannock Memorial El Sch,104375203,2688,Percent  Advanced  Mathematics/Algebra 1  (White),29.0
New Brighton Area School District,New Brighton Area El Sch,127045653,6720,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),5.7
New Brighton Area School District,New Brighton Area El Sch,127045653,6720,Percent  Advanced  Mathematics/Algebra 1  (White),14.2
New Brighton Area School District,New Brighton Area El Sch,127045653,6720,Percent  Advanced  Mathematics/Algebra 1  (Black),4.8
New Brighton Area School District,New Brighton Area El Sch,127045653,6720,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.9
New Brighton Area School District,New Brighton Area El Sch,127045653,6720,Percent  Advanced  Mathematics/Algebra 1  (All Student),11.6
New Brighton Area School District,New Brighton Area El Sch,127045653,6720,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),9.3
New Brighton Area School District,New Brighton Area HS,127045653,695,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.8
New Brighton Area School District,New Brighton Area HS,127045653,695,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.0
New Brighton Area School District,New Brighton Area HS,127045653,695,Percent  Advanced  Mathematics/Algebra 1  (White),4.6
New Brighton Area School District,New Brighton Area MS,127045653,694,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),3.2
New Brighton Area School District,New Brighton Area MS,127045653,694,Percent  Advanced  Mathematics/Algebra 1  (White),3.4
New Brighton Area School District,New Brighton Area MS,127045653,694,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
New Brighton Area School District,New Brighton Area MS,127045653,694,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.6
New Brighton Area School District,New Brighton Area MS,127045653,694,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.1
New Brighton Area School District,New Brighton Area MS,127045653,694,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.7
New Castle Area School District,New Castle JHS,104375302,8284,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.4
New Castle Area School District,New Castle JHS,104375302,8284,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.9
New Castle Area School District,New Castle JHS,104375302,8284,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.9
New Castle Area School District,New Castle JHS,104375302,8284,Percent  Advanced  Mathematics/Algebra 1  (Black),2.4
New Castle Area School District,New Castle JHS,104375302,8284,Percent  Advanced  Mathematics/Algebra 1  (White),4.3
New Castle Area School District,New Castle SHS,104375302,2704,Percent  Advanced  Mathematics/Algebra 1  (White),16.2
New Castle Area School District,New Castle SHS,104375302,2704,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
New Castle Area School District,New Castle SHS,104375302,2704,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.9
New Castle Area School District,New Castle SHS,104375302,2704,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),4.3
New Castle Area School District,New Castle SHS,104375302,2704,Percent  Advanced  Mathematics/Algebra 1  (All Student),12.9
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (All Student),5.6
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.5
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.4
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (Black),1.4
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (White),8.2
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),0.0
New Castle Area School District,Washington Intrmd Sch,104375302,7164,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),3.7
New Day Charter School,New Day Charter School,111440001,7762,Percent  Advanced  Mathematics/Algebra 1  (White),1.9
New Day Charter School,New Day Charter School,111440001,7762,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.0
New Day Charter School,New Day Charter School,111440001,7762,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.9
New Day Charter School,New Day Charter School,111440001,7762,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.4
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (All Student),14.0
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),11.3
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (Black),4.5
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (White),16.3
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),9.2
New Foundations CS,New Foundations CS,126513420,7649,Percent  Advanced  Mathematics/Algebra 1  (Asian),35.7
New Hope-Solebury School District,New Hope-Solebury HS,122097604,1084,Percent  Advanced  Mathematics/Algebra 1  (White),48.9
New Hope-Solebury School District,New Hope-Solebury HS,122097604,1084,Percent  Advanced  Mathematics/Algebra 1  (All Student),50.0
New Hope-Solebury School District,New Hope-Solebury MS,122097604,7561,Percent  Advanced  Mathematics/Algebra 1  (Asian),50.0
New Hope-Solebury School District,New Hope-Solebury MS,122097604,7561,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),40.0
New Hope-Solebury School District,New Hope-Solebury MS,122097604,7561,Percent  Advanced  Mathematics/Algebra 1  (White),26.0
New Hope-Solebury School District,New Hope-Solebury MS,122097604,7561,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),11.4
New Hope-Solebury School District,New Hope-Solebury MS,122097604,7561,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.0
New Hope-Solebury School District,New Hope-Solebury MS,122097604,7561,Percent  Advanced  Mathematics/Algebra 1  (All Student),27.0
New Hope-Solebury School District,New Hope-Solebury Upper El Sch,122097604,7830,Percent  Advanced  Mathematics/Algebra 1  (All Student),31.2
New Hope-Solebury School District,New Hope-Solebury Upper El Sch,122097604,7830,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),10.2
New Hope-Solebury School District,New Hope-Solebury Upper El Sch,122097604,7830,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),11.1
New Hope-Solebury School District,New Hope-Solebury Upper El Sch,122097604,7830,Percent  Advanced  Mathematics/Algebra 1  (White),30.3
New Hope-Solebury School District,New Hope-Solebury Upper El Sch,122097604,7830,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),24.0
New Kensington-Arnold School District,Roy A. Hunt El Sch,107656303,8322,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),5.1
New Kensington-Arnold School District,Roy A. Hunt El Sch,107656303,8322,Percent  Advanced  Mathematics/Algebra 1  (White),9.3
New Kensington-Arnold School District,Roy A. Hunt El Sch,107656303,8322,Percent  Advanced  Mathematics/Algebra 1  (Black),5.9
New Kensington-Arnold School District,Roy A. Hunt El Sch,107656303,8322,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),5.0
New Kensington-Arnold School District,Roy A. Hunt El Sch,107656303,8322,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.1
New Kensington-Arnold School District,Roy A. Hunt El Sch,107656303,8322,Percent  Advanced  Mathematics/Algebra 1  (All Student),7.4
New Kensington-Arnold School District,Valley JSHS,107656303,8323,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.6
New Kensington-Arnold School District,Valley JSHS,107656303,8323,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
New Kensington-Arnold School District,Valley JSHS,107656303,8323,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.5
New Kensington-Arnold School District,Valley JSHS,107656303,8323,Percent  Advanced  Mathematics/Algebra 1  (Black),0.9
New Kensington-Arnold School District,Valley JSHS,107656303,8323,Percent  Advanced  Mathematics/Algebra 1  (White),2.1
New Kensington-Arnold School District,Valley JSHS,107656303,8323,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),1.9
Newport School District,Newport El Sch,115504003,5260,Percent  Advanced  Mathematics/Algebra 1  (White),17.2
Newport School District,Newport El Sch,115504003,5260,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.8
Newport School District,Newport El Sch,115504003,5260,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.4
Newport School District,Newport El Sch,115504003,5260,Percent  Advanced  Mathematics/Algebra 1  (All Student),16.2
Newport School District,Newport HS,115504003,7930,Percent  Advanced  Mathematics/Algebra 1  (All Student),26.8
Newport School District,Newport HS,115504003,7930,Percent  Advanced  Mathematics/Algebra 1  (White),28.3
Newport School District,Newport MS,115504003,7931,Percent  Advanced  Mathematics/Algebra 1  (White),5.5
Newport School District,Newport MS,115504003,7931,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),5.4
Newport School District,Newport MS,115504003,7931,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.0
Newport School District,Newport MS,115504003,7931,Percent  Advanced  Mathematics/Algebra 1  (All Student),5.7
Nittany Valley CS,Nittany Valley CS,110143120,7566,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.5
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),15.0
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),8.5
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (White),26.5
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (Black),4.2
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),6.3
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),10.7
Norristown Area School District,Cole Manor El Sch,123465602,3263,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.6
